VAR_DEP	BANCARIZADOS	EDAD	tipo_vivienda	SEXO	dependiente	est_civil	num_cargas	egresos_mensuales	ingresos_mensuales	SAL_DEUDA_N	NUM_DVEN_N	NUM_CONSUMO	SIGMA_TIC	PROM_TIC	CV_TIC	mold	score	NUM_TC_VIGENTES_REVTC	MAX_ANTIGUEDAD_TC_REVTC	PORC_CUPO_REVTC	CUPO_POR_TC_VIG	LN_CUPO_POR_TC_VIG	LN_rdt_cant_total_24_tc	COMPROMETIDO_EST	LN_rdt_cant_total_12_tc	LN_rope_corr_y_rot_12_tc	LN_rfp24_consumo	PORC_CUPO_6M	CUPO_POR_TC_CONSUMO	LN_rdop_3ab12_tc	LN_rdop_3ab12_consumo
1	1	36	Familiar	MASCULINO	NO	SOLTERO	0		292	1833,92	0	1	13	1	13	1	874	2	0	87,33	1050	6,96	10,63	0,24	10,57	-0,69	0	0,15	2100	-4,61	-4,61
1	1	37	Familiar	MASCULINO	NO	SOLTERO	0	400	1000	1155,21	0	1	13	1	13	9	754	2	0	88,86	650	6,48	7,84	0,31	7,7	-4,61	-4,61	0,15	1300	-4,61	-4,61
1	1	33	Familiar	MASCULINO	NO	SOLTERO	0	400	1000	1274,79	0	1	13	1	13	18	887	2	0	91,06	700	6,55	10,7	0,17	10,59	-0,92	0	0,15	1400	-4,61	-4,61
1	1	32	Familiar	MASCULINO	NO	SOLTERO	0	840	2100	1471,34	0	1	13	1	13	74	554	2	0	91,96	800	6,68	9,19	0,34	7,38	-4,61	-4,61	0,15	1600	-4,61	-4,61
1	1	33	Familiar	MASCULINO	NO	SOLTERO	0		491	1203,7	0	1	13	1	13	89	40	2	0	92,59	650	6,48	9,68	0,17	9,43	-0,69	0	0,15	1300	-4,61	-4,61
1	1	30	Familiar	MASCULINO	NO	SOLTERO	0		424	1207,33	0	1	13	1	13	1	874	2	0	92,87	650	6,48	-4,61	0,17	-4,61	-4,61	0	0,15	1300	-4,61	-4,61
1	1	25	Familiar	MASCULINO	N	SOLTERO	0		415	1087,86	0	1	13	1	13	12	220	2	0	91,58	693,93	6,54	9,15	0,26	7,96	-4,61	-4,61	0,13	1387,86	-4,61	-4,61
1	1	34	Familiar	MASCULINO	N	SOLTERO	0			1157,39	0	1	13	1	13	25	119	2	0	92,05	728,7	6,59	9,31	0,19	8,99	-0,41	0	0,13	1457,39	-4,61	-4,61
1	1	32	Familiar	MASCULINO	N	SOLTERO	0			1478,17	0	1	13	1	13	1	874	2	0	93,66	939,09	6,84	11,7	0,2	11,01	-4,61	-4,61	0,13	1878,17	-4,61	-4,61
1	1	26	Familiar	MASCULINO	NO	SOLTERO	0	360	900	1198,68	0	1	13	1	13	63	802	2	0	92,21	650	6,48	8,56	0,17	8,11	-0,69	-4,61	0,15	1300	-4,61	-4,61
1	1	30	Familiar	MASCULINO	NO	SOLTERO	0			1272,84	0	1	13	1	13	8	239	2	0	90,92	700	6,55	11,02	0,17	10,45	0	0	0,15	1400	-4,61	-4,61
1	1	29	Familiar	MASCULINO	N	SOLTERO	0			1144,49	0	1	13	1	13	1	874	2	0	91,96	722,25	6,58	-4,61	0,21	-4,61	-4,61	0	0,13	1444,49	-4,61	-4,61
1	1	30	Familiar	MASCULINO	NO	SOLTERO	0			2171,9	0	1	13	1	13	83	804	2	0	90,5	1200	7,09	9,44	0,3	8,83	0	-4,61	0,15	2400	-4,61	-4,61
1	1	30	Familiar	MASCULINO	NO	SOLTERO	0	320	205	1481,61	0	1	13	1	13	31	248	2	0	92,6	800	6,68	8,4	0,36	7,95	-0,41	0	0,15	1600	-4,61	-4,61
1	1	24	Familiar	MASCULINO	NO	SOLTERO	0	760	1900	1100,11	0	1	13	1	13	6	879	2	0	91,68	600	6,4	8,89	0,4	8	0	0	0,15	1200	-4,61	-4,61
1	1	28	Familiar	MASCULINO	NO	SOLTERO	0	520	1300	1882,16	0	1	13	1	13	18	765	2	0	89,63	1050	6,96	6,54	0,23	6,54	-4,61	-4,61	0,15	2100	-4,61	-4,61
1	1	27	Familiar	MASCULINO	NO	SOLTERO	0	280	700	934,61	0	1	13	1	13	1	874	2	0	84,96	550	6,31	-4,61	0,17	-4,61	-4,61	0	0,14	1100	-4,61	-4,61
1	1	22	Familiar	MASCULINO	NO	SOLTERO	0	360	900	1279,45	0	1	13	1	13	1	874	2	0	91,39	700	6,55	9,41	0,19	8,53	0	-4,61	0,15	1400	-4,61	-4,61
1	1	51	Familiar	MASCULINO	NO	SOLTERO	0			917,61	0	1	13	1	13	80	902	2	0	83,42	550	6,31	7,01	0,23	6,48	-4,61	0	0,14	1100	-4,61	-4,61
1	1	24	Familiar	MASCULINO	NO	SOLTERO	0	360	900	1311,96	0	1	13	1	13	1	874	2	0	87,46	750	6,62	7,28	0,2	6,6	0	-4,61	0,15	1500	-4,61	-4,61
1	1	23	Familiar	MASCULINO	NO	SOLTERO	0			942,63	0	1	13	1	13	41	899	2	0	85,69	550	6,31	-4,61	0,19	-4,61	-4,61	0	0,14	1100	-4,61	-4,61
1	1	27	Familiar	MASCULINO	NO	SOLTERO	0	360	900	1284,44	0	1	13	1	13	1	874	2	0	91,75	700	6,55	10,51	0,19	9,81	0	-4,61	0,15	1400	-4,61	-4,61
1	1	24	Familiar	MASCULINO	NO	SOLTERO	0	360	900	1261,61	0	1	13	1	13	1	874	2	0	90,12	700	6,55	-4,61	0,19	-4,61	-4,61	-4,61	0,15	1400	-4,61	-4,61
1	1	27	Familiar	MASCULINO	NO	SOLTERO	0	360	900	1244,96	0	1	13	1	13	1	874	2	0	88,93	700	6,55	8,21	0,19	7,31	0	-4,61	0,15	1400	-4,61	-4,61
1	1	25	Familiar	MASCULINO	NO	SOLTERO	0			945,58	0	1	13	1	13	9	460	2	0	85,96	550	6,31	9,26	0,19	9,1	0	0	0,14	1100	-4,61	-4,61
1	1	23	Familiar	MASCULINO	NO	SOLTERO	0	800	2000	1340,46	0	1	13	1	13	1	946	2	0	89,36	750	6,62	6,82	0,26	7,44	-4,61	-4,61	0,15	1500	-4,61	-4,61
1	1	22	Familiar	MASCULINO	NO	SOLTERO	0	360	900	1332,3	0	1	13	1	13	1	874	2	0	88,82	750	6,62	9,64	0,2	8,82	-0,69	-4,61	0,15	1500	-4,61	-4,61
1	1	22	Familiar	MASCULINO	NO	SOLTERO	0	280	700	974,58	0	1	13	1	13	1	874	2	0	88,6	550	6,31	11,55	0,19	11,75	0	0	0,15	1100	-4,61	-4,61
1	1	24	Familiar	MASCULINO	NO	SOLTERO	0	360	900	1155,21	0	1	13	1	13	1	874	2	0	88,86	650	6,48	9,5	0,17	9,08	0	-4,61	0,15	1300	-4,61	-4,61
1	1	23	Familiar	MASCULINO	NO	SOLTERO	0	280	700	861,14	0	1	13	1	13	1	874	2	0	78,29	550	6,31	11,42	0,17	11,26	-0,41	0	0,13	1100	0	-4,61
1	1	20	Familiar	MASCULINO	NO	SOLTERO	0	360	900	1191,05	0	1	13	1	13	1	874	2	0	91,62	650	6,48	7,87	0,18	8,13	-0,69	-4,61	0,15	1300	-4,61	-4,61
1	1	18	Familiar	MASCULINO	NO	SOLTERO	0			723,11	0	1	13	1	13	1	917	2	0	80,35	450	6,11	-4,61	0,19	-4,61	-4,61	-4,61	0,13	900	-4,61	-4,61
1	1	20	Familiar	MASCULINO	NO	SOLTERO	0	760	1900	2362,18	0	1	13	1	13	15	885	2	0	58,71	2011,9	7,61	10,31	0,37	9,51	-0,69	0	0,1	4023,79	-4,61	-4,61
1	1	20	Familiar	MASCULINO	NO	SOLTERO	0	320	800	1269,09	0	1	13	1	13	11	461	2	0	90,65	700	6,55	10,88	0,19	9,61	-4,61	-4,61	0,15	1400	-4,61	-4,61
1	1	21	Familiar	MASCULINO	NO	SOLTERO	0	440	1100	1545,55	0	1	13	1	13	4	879	2	0	85,86	900	6,8	9,08	0,28	9,34	-4,61	-4,61	0,14	1800	-4,61	-4,61
1	1	27	Familiar	MASCULINO	NO	SOLTERO	0	360	900	1265,53	0	1	13	1	13	1	874	2	0	90,4	700	6,55	9,36	0,19	8,42	0	-4,61	0,15	1400	-4,61	-4,61
1	1	50	Familiar	MASCULINO	N	SOLTERO	0			1367,7	0	1	13	1	13	81	948	2	0	93,19	883,85	6,78	9,29	0,24	9,04	0	0	0,13	1767,7	-4,61	-4,61
1	1	48	Familiar	MASCULINO	N	SOLTERO	0			2086,69	0	1	13	1	13	1	874	2	0	91,25	1343,35	7,2	9,11	0,25	8,41	-4,61	-4,61	0,13	2686,69	-4,61	-4,61
1	1	50	Familiar	MASCULINO	N	SOLTERO	0			1682,55	0	1	13	1	13	49	921	2	0	89,38	941,27	6,85	11,81	0,2	10,92	-0,18	0	0,15	1882,55	-4,61	-4,61
1	1	42	Familiar	MASCULINO	NO	SOLTERO	0	440	264	1506,88	0	1	13	1	13	18	883	2	0	94,18	800	6,68	9,43	0,19	9,04	0	-0,26	0,16	1600	-4,61	-4,61
1	1	46	Familiar	MASCULINO	N	SOLTERO	0		292	1416,73	0	1	13	1	13	21	493	2	0	93,41	908,37	6,81	-4,61	0,2	-4,61	-4,61	0	0,13	1816,73	-4,61	-4,61
1	1	30	Familiar	MASCULINO	NO	SOLTERO	0	400	264	1561,42	0	1	13	1	13	1	874	2	0	86,75	900	6,8	12,02	0,22	11,44	-0,41	0	0,14	1800	-4,61	-4,61
1	1	32	Familiar	MASCULINO	NO	SOLTERO	0		350	990,64	0	1	13	1	13	7	879	2	0	82,55	600	6,4	10,45	0,24	9,96	-0,69	-4,61	0,14	1200	-4,61	-4,61
1	1	31	Familiar	MASCULINO	NO	SOLTERO	0		231	1162,69	0	1	13	1	13	27	113	2	0	89,44	650	6,48	10,62	0,28	9,86	0	0	0,15	1300	-4,61	-4,61
1	1	31	Familiar	MASCULINO	NO	SOLTERO	0	400	1000	1212,18	0	1	13	1	13	1	874	2	0	93,24	650	6,48	10,67	0,16	10,37	-0,69	0	0,16	1300	-4,61	-4,61
1	1	33	Familiar	MASCULINO	NO	SOLTERO	0	880	2200	1796,95	0	1	13	1	13	87	936	2	0	85,57	1050	6,96	9,65	0,36	9,11	-0,45	0	0,14	2100	-4,61	-4,61
1	1	19	Familiar	MASCULINO	NO	SOLTERO	0	360	900	1262,14	0	1	13	1	13	1	874	2	0	90,15	700	6,55	10,56	0,19	9,4	0	-4,61	0,15	1400	-4,61	-4,61
1	1	30	Familiar	MASCULINO	NO	SOLTERO	0		458	1649,85	0	1	13	1	13	1	874	2	0	86,83	950	6,86	-4,61	0,23	-4,61	-4,61	0	0,14	1900	-4,61	-4,61
1	1	29	Familiar	MASCULINO	NO	SOLTERO	0	400	264	1268,13	0	1	13	1	13	1	874	2	0	90,58	700	6,55	10,47	0,18	9,34	-0,69	0	0,15	1400	-4,61	-4,61
1	1	27	Familiar	MASCULINO	NO	SOLTERO	0		381	1554,54	0	1	13	1	13	15	882	2	0	86,36	900	6,8	9,61	0,28	8,91	0	-4,61	0,14	1800	-4,61	-4,61
1	1	28	Familiar	MASCULINO	NO	SOLTERO	0	320	800	1486,47	0	1	13	1	13	13	465	2	0	59,46	1250	7,13	10,74	0,26	10,74	0	-0,17	0,1	2500	-4,61	-4,61
1	1	29	Familiar	MASCULINO	NO	SOLTERO	0	400	264	1722,2	0	1	13	1	13	1	874	2	0	82,01	1050	6,96	10,69	0,24	10,29	-0,18	0	0,14	2100	-4,61	-4,61
1	1	27	Familiar	MASCULINO	NO	SOLTERO	0	280	700	1043,87	0	1	13	1	13	1	874	2	0	86,99	600	6,4	8,83	0,19	8,41	-0,41	0	0,14	1200	-4,61	-4,61
1	1	24	Familiar	MASCULINO	NO	SOLTERO	0	360	900	1338,27	0	1	13	1	13	1	874	2	0	89,22	750	6,62	9,85	0,2	9,1	-0,69	-4,61	0,15	1500	-4,61	-4,61
1	1	21	Familiar	MASCULINO	NO	SOLTERO	0	360	900	1319,95	0	1	13	1	13	1	874	2	0	88	750	6,62	8,83	0,2	7,77	-0,69	-4,61	0,15	1500	-4,61	-4,61
1	1	64	Familiar	MASCULINO	NO	SOLTERO	0	520	1300	1762,21	0	1	13	1	13	1	874	2	0	88,11	1000	6,91	10,63	0,19	9,82	-0,69	0	0,15	2000	-4,61	-4,61
1	1	62	Familiar	MASCULINO	NO	SOLTERO	0	640	1600	2319,42	0	1	13	1	13	187	888	2	0	92,78	1250	7,13	9,74	0,19	9,34	-0,69	-4,61	0,15	2500	-4,61	-4,61
1	1	56	Familiar	MASCULINO	N	SOLTERO	0			1072,7	0	1	13	1	13	102	950	2	0	82,52	650	6,48	10,65	0,23	9,98	-0,29	-4,61	0,14	1300	-4,61	-4,61
1	1	53	Familiar	MASCULINO	NO	SOLTERO	0			1500,75	0	1	13	1	13	1	874	2	0	93,8	800	6,68	12,25	0,17	11,83	-0,69	0	0,16	1600	-4,61	-4,61
1	1	48	Familiar	MASCULINO	NO	SOLTERO	0	1320	3300	1465,44	0	1	13	1	13	86	930	2	0	91,59	800	6,68	8,26	0,53	7,67	-0,69	-4,61	0,15	1600	-4,61	-4,61
1	1	51	Familiar	MASCULINO	NO	SOLTERO	0	640	1600	1498,68	0	1	13	1	13	62	777	2	0	93,67	800	6,68	10,46	0,27	10,05	-0,69	0	0,16	1600	-4,61	-4,61
1	1	50	Familiar	MASCULINO	NO	SOLTERO	0		150	965,14	0	1	13	1	13	1	917	2	0	87,74	550	6,31	-4,61	0,2	-4,61	-4,61	-4,61	0,15	1100	-4,61	-4,61
1	1	49	Familiar	MASCULINO	NO	SOLTERO	0		295	2236,24	0	1	13	1	13	24	212	2	0	58,85	1900	7,55	10,12	0,23	9,42	-4,61	-4,61	0,1	3800	-4,61	-4,61
1	1	53	Familiar	MASCULINO	NO	SOLTERO	0		400	910,5	0	1	13	1	13	1	917	2	0	82,77	550	6,31	8,6	0,17	8,32	-0,69	0	0,14	1100	-4,61	-4,61
1	1	52	Familiar	MASCULINO	NO	SOLTERO	0	480	1200	1870,58	0	1	13	1	13	1	874	2	0	89,08	1050	6,96	9,98	0,22	9,36	-4,61	0	0,15	2100	-4,61	-4,61
1	1	41	Familiar	MASCULINO	NO	SOLTERO	0	440	1100	1445,5	0	1	13	1	13	71	906	2	0	90,34	800	6,68	10,56	0,18	10,16	-0,69	0	0,15	1600	-4,61	-4,61
1	1	41	Familiar	MASCULINO	NO	SOLTERO	0	480	695	1273,9	0	1	13	1	13	64	836	2	0	70,77	900	6,8	11,43	0,21	10,46	-0,69	0	0,12	1800	-4,61	-4,61
1	1	37	Familiar	MASCULINO	NO	SOLTERO	0			1014,67	0	1	13	1	13	38	891	2	0	84,56	600	6,4	12,29	0,23	11,21	-0,51	0	0,14	1200	-4,61	0
1	1	42	Familiar	MASCULINO	NO	SOLTERO	0	440	1100	1497,64	0	1	13	1	13	43	916	2	0	65,11	1150	7,05	9,26	0,19	8,69	0	0	0,11	2300	-4,61	0
1	1	38	Familiar	MASCULINO	N	SOLTERO	0			2157,13	0	1	13	1	13	6	879	2	0	91,52	1378,57	7,23	11,14	0,28	10,68	0	-4,61	0,13	2757,13	-4,61	-4,61
1	1	30	Familiar	MASCULINO	NO	SOLTERO	0			1520,62	0	1	13	1	13	100	917	2	0	76,03	1000	6,91	9,54	0,21	8,42	-0,69	0	0,13	2000	-4,61	-0,69
1	1	27	Familiar	MASCULINO	NO	SOLTERO	0	760	59	1250,98	0	1	13	1	13	23	775	2	0	62,55	1000	6,91	10,22	0,27	9,97	-0,69	0	0,1	2000	-4,61	-4,61
1	1	41	Familiar	MASCULINO	NO	SOLTERO	0	440	1100	1522,59	0	1	13	1	13	1	874	2	0	89,56	850	6,75	7,85	0,19	8,14	0	0	0,15	1700	-4,61	-4,61
1	1	36	Familiar	MASCULINO	N	SOLTERO	0			1184,79	0	1	13	1	13	78	312	2	0	92,22	792,39	6,68	-4,61	0,29	-4,61	-4,61	-4,61	0,12	1584,79	-4,61	-4,61
1	1	36	Familiar	MASCULINO	NO	SOLTERO	0		324	1118	0	1	13	1	13	52	40	2	0	89,44	625	6,44	3,33	0,17	-4,61	-4,61	-4,61	0,15	1250	-4,61	-4,61
1	1	35	Familiar	MASCULINO	NO	SOLTERO	0		59	1382,32	0	1	13	1	13	16	883	2	0	92,15	750	6,62	9,36	0,42	8,39	-0,69	0	0,15	1500	-4,61	-4,61
1	1	35	Familiar	MASCULINO	NO	SOLTERO	0	0	0	1262,14	0	1	13	1	13	1	874	2	0	90,15	700	6,55	10,87	0,17	10,14	0	0	0,15	1400	-4,61	-4,61
1	1	33	Familiar	MASCULINO	NO	SOLTERO	0			1143,27	0	1	13	1	13	34	897	2	0	76,22	750	6,62	9,61	0,27	8,9	0	-4,61	0,13	1500	-4,61	-4,61
1	1	38	Familiar	MASCULINO	N	SOLTERO	0			1372,9	0	1	13	1	13	53	825	2	0	93,21	886,45	6,79	9,67	0,18	9	-0,69	-0,07	0,13	1772,9	-4,61	-4,61
1	1	31	Familiar	MASCULINO	NO	SOLTERO	0	880	2200	2333,16	0	1	13	1	13	46	570	2	0	89,74	1300	7,17	10,61	0,37	10,36	0	-4,61	0,15	2600	-4,61	-4,61
1	1	30	Familiar	MASCULINO	NO	SOLTERO	0			845,57	0	1	13	1	13	18	26	2	0	76,87	550	6,31	9,17	0,2	9,2	-0,29	0	0,13	1100	-4,61	-4,61
1	1	28	Familiar	MASCULINO	N	SOLTERO	0			1973,52	0	1	13	1	13	60	821	2	0	90,8	1286,76	7,16	8,56	0,33	7,81	0	-4,61	0,13	2573,52	-4,61	-4,61
1	1	35	Familiar	MASCULINO	NO	SOLTERO	0	400	1000	2231,82	0	1	13	1	13	1	874	2	0	89,27	1250	7,13	10,12	0,3	9,42	-4,61	-4,61	0,15	2500	-4,61	-4,61
1	1	27	Familiar	MASCULINO	NO	SOLTERO	0	1160	2900	2367,2	0	1	13	1	13	43	898	6	6	25,74	4051,52	8,31	9,95	0,44	10,37	-0,69	-4,61	0,06	8103,03	-4,61	-4,61
1	1	29	Familiar	MASCULINO	NO	SOLTERO	0		292	1203,16	0	1	13	1	13	1	874	2	0	92,55	650	6,48	9,4	0,17	8,62	-1,1	-0,23	0,15	1300	-4,61	-4,61
1	1	22	Familiar	MASCULINO	N	SOLTERO	0			891,09	0	1	13	1	13	8	879	2	0	89,91	595,54	6,39	-4,61	0,3	-4,61	-4,61	0	0,12	1191,09	-4,61	-4,61
1	1	26	Familiar	MASCULINO	NO	SOLTERO	0	360	900	1273,25	0	1	13	1	13	25	478	2	0	90,95	700	6,55	10,12	0,18	9,79	0	-4,61	0,15	1400	-4,61	-4,61
1	1	28	Familiar	MASCULINO	NO	SOLTERO	0	400	1000	1377,18	0	1	13	1	13	28	761	2	0	91,81	750	6,62	-4,61	0,19	-4,61	-4,61	0	0,15	1500	-4,61	-4,61
1	1	42	Familiar	MASCULINO	NO	SOLTERO	0			707,54	0	1	13	1	13	1	917	2	0	88,44	400	5,99	-4,61	0,15	-4,61	-4,61	0	0,15	800	-4,61	-4,61
1	1	23	Familiar	MASCULINO	NO	SOLTERO	0	1240	3100	696,38	0	1	13	1	13	54	486	2	0	87,05	400	5,99	10,32	0,87	9,73	0	0	0,15	800	0	0
1	1	22	Familiar	MASCULINO	NO	SOLTERO	0	360	900	1269,14	0	1	13	1	13	1	874	2	0	90,65	700	6,55	9,02	0,19	8,39	-0,51	-4,61	0,15	1400	-4,61	-4,61
1	1	24	Familiar	MASCULINO	NO	SOLTERO	0	360	900	1244,46	0	1	13	1	13	1	874	2	0	69,14	900	6,8	10,49	0,19	10,01	-0,29	0	0,12	1800	-4,61	-4,61
1	1	21	Familiar	MASCULINO	NO	SOLTERO	0	360	301	1165,47	0	1	13	1	13	1	874	2	0	89,65	650	6,48	9,97	0,17	9,66	-0,22	-4,61	0,15	1300	-4,61	-4,61
1	1	22	Familiar	MASCULINO	N	SOLTERO	0			746,91	0	1	13	1	13	23	741	2	0	88,19	473,45	6,16	-4,61	0,15	-4,61	-4,61	-4,61	0,13	946,91	-4,61	0
1	1	32	Familiar	MASCULINO	NO	SOLTERO	0	440	1100	2324,22	0	1	13	1	13	27	32	2	0	92,97	1250	7,13	9,6	0,29	8,47	0	0	0,15	2500	-4,61	-4,61
1	1	25	Familiar	MASCULINO	NO	SOLTERO	0		219	1352,55	0	1	13	1	13	1	917	2	0	90,17	750	6,62	-4,61	0,28	-4,61	-4,61	0	0,15	1500	-4,61	-4,61
1	1	24	Familiar	MASCULINO	N	SOLTERO	0			2880,14	0	1	13	1	13	36	604	2	0	93,51	1840,07	7,52	10,27	0,41	9,91	-0,29	0	0,13	3680,14	-4,61	-4,61
1	1	20	Familiar	MASCULINO	N	SOLTERO	0			1151,08	0	1	13	1	13	1	874	2	0	92,01	725,54	6,59	7,77	0,23	-4,61	-4,61	-4,61	0,13	1451,08	-4,61	-4,61
1	1	21	Familiar	MASCULINO	NO	SOLTERO	0	360	900	1279,87	0	1	13	1	13	10	882	2	0	91,42	700	6,55	9,94	0,19	9,22	-0,41	-4,61	0,15	1400	-4,61	-4,61
1	1	22	Familiar	MASCULINO	NO	SOLTERO	0	280	700	973,43	0	1	13	1	13	1	874	2	0	88,49	550	6,31	-4,61	0,19	-4,61	-4,61	0	0,15	1100	-4,61	-4,61
1	1	19	Familiar	MASCULINO	NO	SOLTERO	0			1211,97	0	1	13	1	13	1	874	2	0	93,23	650	6,48	9,45	0,18	7,02	0	-4,61	0,16	1300	-4,61	-4,61
1	1	24	Familiar	MASCULINO	NO	SOLTERO	0		78	1274,03	0	1	13	1	13	1	917	2	0	91	700	6,55	-4,61	0,34	-4,61	-4,61	0	0,15	1400	-4,61	-4,61
1	1	45	Familiar	MASCULINO	NO	SOLTERO	0	280	700	1003,73	0	1	13	1	13	28	29	2	0	91,25	550	6,31	10,09	0,2	9,38	-0,69	-4,61	0,15	1100	-4,61	-4,61
1	1	36	Familiar	MASCULINO	NO	SOLTERO	0			1045,2	0	1	13	1	13	93	3	2	0	87,1	600	6,4	7,74	0,36	7,26	-0,69	-4,61	0,15	1200	-4,61	-4,61
1	1	29	Familiar	MASCULINO	NO	SOLTERO	0	320	800	1207,26	0	1	13	1	13	33	32	2	0	62,67	963,16	6,87	10,17	0,19	9,62	-0,34	0	0,1	1926,33	-4,61	-4,61
1	1	25	Familiar	MASCULINO	NO	SOLTERO	0			799,65	0	1	13	1	13	1	917	2	0	47,75	837,31	6,73	9,88	0,21	9,18	-4,61	0	0,08	1674,62	-4,61	-4,61
1	1	23	Familiar	MASCULINO	NO	SOLTERO	0	360	400	1020,8	0	1	13	1	13	38	98	2	0	68,05	750	6,62	9,71	0,51	9,19	-4,61	-0,13	0,11	1500	-4,61	-4,61
1	1	29	Familiar	MASCULINO	NO	SOLTERO	0	760	1900	1845,91	0	1	13	1	13	20	889	2	0	87,9	1050	6,96	10,59	0,31	10,07	-0,69	-4,61	0,15	2100	-4,61	-4,61
1	1	58	Familiar	MASCULINO	NO	SOLTERO	0			978,54	0	1	13	1	13	39	771	2	0	88,96	550	6,31	9,17	0,23	8,74	-4,61	-4,61	0,15	1100	-4,61	-4,61
1	1	45	Familiar	MASCULINO	N	SOLTERO	0		292	1275,63	0	1	13	1	13	1	874	2	0	92,73	837,82	6,73	11,19	0,16	10,8	-0,51	0	0,13	1675,63	-4,61	0
1	1	35	Familiar	MASCULINO	NO	SOLTERO	0	800	2000	1837,19	0	1	13	1	13	41	889	2	0	87,49	1050	6,96	9,49	0,24	8,75	-0,41	-4,61	0,15	2100	-4,61	-4,61
1	1	30	Familiar	MASCULINO	N	SOLTERO	0		379	1408,87	0	1	13	1	13	44	908	2	0	93,92	900	6,8	-4,61	0,25	-4,61	-4,61	-4,61	0,13	1800	-4,61	-4,61
1	1	21	Familiar	MASCULINO	N	SOLTERO	0		292	1040,91	0	1	13	1	13	1	874	2	0	91,24	670,46	6,51	-4,61	0,21	-4,61	-4,61	-4,61	0,13	1340,91	-4,61	-4,61
1	1	63	Familiar	MASCULINO	NO	SOLTERO	0	440	1100	1164,69	0	1	13	1	13	53	174	2	0	89,59	650	6,48	10,14	0,26	9,63	-4,61	0	0,15	1300	-4,61	0
1	1	55	Familiar	FEMENINO	I	DIVORCIADO	0			2176	0	13	0,2774	0,9231	0,3005	65	621	3	3	62,71	1000	6,91	10,72	0,24	10,38	-0,69	0	0,15	1500	-4,61	-4,61
1	1	52	Familiar	MASCULINO	NO	SOLTERO	0			1366,3	0	1	13	1	13	77	930	2	0	91,09	750	6,62	9,23	0,16	8,78	-0,41	0	0,15	1500	-4,61	-4,61
1	1	54	Familiar	MASCULINO	NO	SOLTERO	0	440	1100	1728,8	0	1	13	1	13	272	16	2	0	86,44	1000	6,91	11,52	0,22	10,83	-0,29	0	0,14	2000	-4,61	-4,61
1	1	53	Familiar	MASCULINO	NO	SOLTERO	0	480	1200	1942,83	0	1	13	1	13	1	874	2	0	74,72	1300	7,17	-4,61	0,23	-4,61	-4,61	0	0,12	2600	-4,61	-4,61
1	1	54	Familiar	MASCULINO	NO	SOLTERO	0			1553,91	0	1	13	1	13	1	874	2	0	86,33	900	6,8	10,91	0,18	10,5	-0,69	0	0,14	1800	-4,61	-4,61
1	1	49	Familiar	MASCULINO	N	SOLTERO	0			1829	0	13	0,2774	0,9231	0,3005	131	888	2	0	26,7	3425,41	8,14	-4,61	0,24	-4,61	-4,61	0	0,04	6850,82	-4,61	-4,61
1	1	44	Familiar	MASCULINO	NO	SOLTERO	0			1073,61	0	1	13	1	13	37	35	2	0	89,47	600	6,4	9,56	0,21	8,42	-0,69	-4,61	0,15	1200	-4,61	-4,61
1	1	42	Familiar	MASCULINO	NO	SOLTERO	0	440	1100	1258,01	0	1	13	1	13	77	945	2	0	89,86	700	6,55	-4,61	0,16	-4,61	-4,61	0	0,15	1400	-4,61	-4,61
1	1	44	Familiar	MASCULINO	NO	SOLTERO	0	600	1500	2069,91	0	1	13	1	13	35	899	2	0	90	1150	7,05	10,33	0,29	9,76	0	-4,61	0,15	2300	-4,61	-4,61
1	1	42	Familiar	MASCULINO	N	SOLTERO	0		195	1173,09	0	1	13	1	13	23	732	2	0	92,15	736,54	6,6	10,92	0,18	10,38	-0,69	0	0,13	1473,09	-4,61	-4,61
1	1	44	Familiar	MASCULINO	N	SOLTERO	0			1177,04	0	1	13	1	13	90	653	2	0	92,17	738,52	6,6	8,98	0,15	8,67	-0,41	0	0,13	1477,04	-4,61	-4,61
1	1	36	Familiar	MASCULINO	NO	SOLTERO	0		734	1314,23	0	1	13	1	13	75	766	2	0	87,62	750	6,62	9,91	0,17	9,21	-0,41	0	0,15	1500	-4,61	-4,61
1	1	42	Familiar	MASCULINO	NO	SOLTERO	0	440	1100	1373,7	0	1	13	1	13	1	874	2	0	85,86	800	6,68	11	0,17	10,1	0	0	0,14	1600	-4,61	-4,61
1	1	38	Familiar	MASCULINO	N	SOLTERO	0			1169,1	0	1	13	1	13	40	395	2	0	92,12	734,55	6,6	11	0,15	10,43	-0,41	0	0,13	1469,1	-4,61	-4,61
1	1	29	Familiar	MASCULINO	N	SOLTERO	0			1019,82	0	1	13	1	13	26	735	2	0	91,07	659,91	6,49	9,65	0,19	8,61	-0,41	-0,01	0,13	1319,82	-4,61	-4,61
1	1	30	Familiar	MASCULINO	NO	SOLTERO	0	280	276	982,72	0	1	13	1	13	86	551	2	0	89,34	550	6,31	10,46	0,2	9,93	-0,69	-4,61	0,15	1100	-4,61	-4,61
1	1	33	Familiar	MASCULINO	NO	SOLTERO	0		59	1514,04	0	1	13	1	13	36	894	2	0	84,11	900	6,8	10,52	0,33	9,76	-0,69	0	0,14	1800	-4,61	-4,61
1	1	35	Familiar	MASCULINO	NO	SOLTERO	0	520	1300	1275,24	0	1	13	1	13	15	883	2	0	91,09	700	6,55	9,62	0,31	9,79	0	0	0,15	1400	-4,61	-4,61
