IdNumerico	Ingreso	Edad	Score	Antiguedad
1712162393	1057,04	40	939	57
1712161833	2011,49	40	944	48
1712161023	1118,82	39	949	79
1712159647	3386,45	39	912	82
1712158276	2317,31	35	909	61
1712156874	2980,34	38	900	58
1712156874	3100,65	38	898	55
1712149598	891,74	38	905	46
1712148483	955,67	33	32	95
1712143914	1888,13	39	936	102
1712142437	482,03	40	945	49
1712135548	1082,03	40	956	96
1712133253	1267,88	35	942	109
1712133063	793,78	40	968	124
1712129939	3326,71	40	954	132
1712127131	1373,71	32	928	70
1712126422	2277,96	40	942	51
1712125432	3451,36	27	955	102
1712125358	1876,79	33	946	121
1712123064	1054,62	40	951	70
1712116324	482,03	34	933	47
1712115102	2693,28	39	971	79
1712114535	1076,35	41	971	96
1712113792	1343,77	41	949	98
1712097052	1661,88	40	960	65
1712090800	785,3	41	962	102
1712087749	2880,15	25	892	58
1712085792	2362,91	32	938	116
1712081486	471,07	40	961	60
1712077476	482,03	40	947	100
1712076247	2429,38	40	957	95
1712067865	906,99	39	974	131
1712067089	1264	40	939	76
1712063369	918,19	40	932	45
1712062106	1457,3	41	945	128
1712062106	1501,72	41	968	125
1712060779	966,74	33	760	75
1712060605	1691,4	33	933	102
1712060068	2777,53	40	967	173
1712056330	1890,63	41	968	126
1712055506	1350,7	41	968	128
1712053279	1369,82	39	904	122
1712052446	2147,37	35	959	56
1712049798	2151,38	36	933	77
1712047461	1316,34	40	795	91
1712046737	1019,84	42	946	83
1712046737	1070,04	42	967	80
1712046612	1974,63	41	511	50
1712046364	1410,99	34	312	78
1712045788	1412,39	33	955	104
1712041217	1018,1	38	956	89
1712036589	690,05	35	952	68
1712034139	3102,36	41	600	64
1712027992	1460,64	41	901	63
1712025087	1250,92	36	955	88
1712018967	2562,42	37	904	111
1712018934	957,39	39	965	110
1712018504	1124,7	40	932	97
1712016888	3418,06	35	215	111
1712016250	471,07	38	974	128
1712003845	3960,43	38	948	171
1711999027	2226	33	974	71
1711994721	473,44	39	957	192
1711989986	482,03	37	952	69
1711986966	1997,16	42	957	155
1711986172	1446,32	41	951	47
1711985182	1302,86	40	957	101
1711984847	3748,24	41	888	45
1711984649	482,03	39	974	155
1711982783	1161,43	31	971	135
1711976348	2211,29	28	973	112
1711974954	1813,93	40	947	101
1711968725	1300,28	36	943	55
1711966786	1886,84	35	944	141
1711964864	963,59	37	971	97
1711958775	2537,86	35	941	48
1711955946	460,36	36	954	68
1711952414	482,03	39	942	58
1711951564	2178,63	42	929	110
1711946937	1144,24	38	915	93
1711946143	939,96	37	956	88
1711945608	1139,41	26	932	50
1711935096	1302,43	41	938	95
1711928166	2360,85	44	955	93
1711923217	1064,67	37	971	122
1711922789	2734,11	40	932	177
1711921294	671,98	40	949	53
1711921021	482,03	41	973	102
1711903862	482,03	51	963	53
1711902393	2059,31	60	974	274
1711899581	821,39	31	933	40
1711897619	2192,08	34	934	66
1711895837	1321,93	27	922	61
1711895431	765,61	41	731	86
1711889483	1051,86	34	599	90
1711886968	1258,63	40	901	40
1711883072	2231,36	41	228	47
1711882405	1783,96	30	899	84
1711881902	482,03	33	946	78
1711881126	482,03	37	928	126
1711876704	1596,5	34	938	108
1711876449	2151,33	112	956	68
1711873420	1077,6	41	892	38
1711858447	1500,11	36	953	110
1711856326	1849,29	35	952	97
1711855443	1488,55	39	952	72
1711851178	1910,47	40	956	110
1711848653	1312,48	34	850	106
1711847697	482,03	39	955	125
1711844306	2882,19	39	963	112
1711843449	1043,37	112	865	64
1711842714	2046,8	39	965	44
1711839199	804,49	40	964	101
1711830503	1281,83	43	893	110
1711824803	2029,05	40	601	67
1711823425	1379,94	39	948	80
1711820942	940,31	40	569	91
1711820553	1117,66	36	949	68
1711812311	1542,98	40	911	48
1711808491	1446,39	35	972	134
1711807808	1071,62	35	903	97
1711807162	959,72	41	915	75
1711804730	1455,8	41	923	135
1711803922	956,21	39	963	113
1711801819	628,84	41	969	105
1711800456	1063,41	41	970	92
1711799286	1110,08	38	874	1
1711796787	1360,4	38	886	98
1711796589	1323,86	42	973	107
1711787570	2266,82	112	950	98
1711780997	1458,99	35	964	91
1711773109	759,58	42	942	79
1711772770	1105,07	39	974	120
1711771327	1992,33	40	902	63
1711770154	1690,12	36	936	86
1711766467	1120,74	40	946	140
1711761948	1212,58	28	934	101
1711761880	1516,93	42	947	64
1711760080	1657,51	27	898	49
1711760080	1388,39	27	934	43
1711760049	1534,47	40	936	78
1711760049	1861,38	40	855	81
1711757839	2058,19	38	957	102
1711757508	2017,11	42	946	52
1711756468	979,92	42	949	88
1711752228	1093,75	40	929	122
1711749307	951,1	40	961	68
1711748507	875,57	40	901	122
1711744340	554,46	36	891	83
1711738755	2225,41	35	945	110
1711738128	1367,01	36	962	98
1711737047	1304,63	31	835	104
1711734937	1141,1	42	956	68
1711734911	980,12	34	968	109
1711731057	1834,26	40	755	118
1711730182	1995,26	38	850	119
1711729812	1247,17	42	896	87
1711723195	3226,11	27	968	103
1711720993	482,03	42	943	49
1711720530	3206,37	40	846	93
1711717213	1427,54	43	525	32
1711715795	1098,95	40	931	169
1711715324	5125,76	35	902	107
1711710028	2675,63	40	923	119
1711710028	3578,4	40	953	116
1711707719	1370,4	42	962	104
1711706091	1417,67	41	970	112
1711704922	3961,51	41	584	96
1711702801	1655,9	39	908	97
1711702801	2240,98	39	945	94
1711701225	3925,06	38	961	126
1711700516	1954,34	40	962	89
1711697373	1418,21	40	940	54
1711696557	1032,89	40	970	114
1711695534	900,96	36	666	124
1711693620	1346,6	41	968	109
1711692416	856,53	37	961	102
1711691913	1986,32	33	922	78
1711691079	1348,74	40	880	115
1711690022	3759,66	35	973	142
1711688679	482,03	39	974	61
1711688471	1007,34	30	941	60
1711688257	1021,55	40	603	91
1711688026	1000,13	38	971	92
1711686608	2112,71	37	964	100
1711686582	1091,5	43	918	91
1711685527	3129,73	41	595	76
1711685519	1702,03	40	936	102
1711685139	2118,77	41	974	104
1711683266	1784	39	962	78
1711682748	1003,83	40	937	52
1711680619	1220,1	41	934	104
1711679371	956,36	40	877	110
1711678092	989,61	41	934	153
1711677490	2538,68	34	962	86
1711677102	2911,05	39	949	120
1711676724	2196,21	31	941	112
1711674646	1262,54	41	963	93
1711673952	482,03	112	954	80
1711673341	910,88	41	888	144
1711662195	1920,43	40	922	120
1711659530	912,74	34	957	103
1711654838	1616,37	24	935	31
1711654291	1809,7	37	913	92
1711651990	3459,22	40	941	87
1711651388	1496,67	39	934	91
1711651008	1424,93	38	917	98
1711648947	640,85	41	966	121
1711648061	1854,31	38	964	93
1711644946	1322,11	44	943	50
1711644680	1877,76	40	938	137
1711640845	1018,05	41	952	127
1711628618	975,95	28	939	42
1711626257	1130,89	38	920	97
1711623288	482,03	41	960	72
1711622744	482,03	41	963	93
1711620706	1027,63	34	929	92
1711620706	928,41	34	905	89
1711618890	1679,93	37	275	90
1711618775	1032,12	39	953	89
1711618676	2162,01	42	964	124
1711615110	1317,99	38	946	80
1711613578	1368,19	42	958	180
1711610160	471,07	41	942	87
1711610020	1303,86	38	965	131
1711610020	1326,29	38	942	134
1711602589	460,36	41	962	86
1711601334	1514,58	36	928	119
1711592186	2020,76	41	970	130
1711589927	1085,43	35	600	132
1711588929	1985,94	33	973	123
1711587913	3844,24	41	924	105
1711586675	1393,28	30	934	35
1711583193	1331,03	41	910	106
1711582203	1194,38	28	835	61
1711578987	1029,34	41	862	70
1711572436	1219,43	41	971	99
1711563815	2251,4	39	849	164
1711558799	854,99	41	959	87
1711558757	1038,27	42	874	1
1711558609	2809,79	41	945	99
1711558567	1056,74	39	903	121
1711553741	1378,03	40	957	91
1711552370	1055,15	39	958	99
1711548147	1280,81	38	971	70
1711546596	2349,85	41	965	114
1711540607	2199,46	39	873	92
1711540300	1086,17	39	936	114
1711534519	986,49	42	908	120
1711533768	471,07	42	964	99
1711527646	4843,11	41	930	94
1711526861	1836,11	37	614	135
1711524775	913,33	30	572	37
1711523017	1746,12	36	950	57
1711517589	889,62	42	915	91
1711517589	482,03	42	955	88
1711513646	1426,99	41	911	98
1711509164	2697,99	33	968	130
1711508877	1426,36	41	930	103
1711508299	1714,53	29	826	70
1711503126	1383,73	41	974	162
1711502722	1755,93	36	893	48
1711496644	2433,01	40	957	158
1711495877	697,77	41	945	186
1711495844	977,94	41	970	101
1711495448	1081,96	42	952	107
1711493518	3117,14	40	810	124
1711479293	1079,15	26	903	61
1711467736	1954,1	27	894	75
1711466100	1951,58	43	971	152
1711465961	2864,31	42	966	99
1711465482	1269,61	39	826	57
1711463628	1730,33	36	943	120
1711462471	1019,13	38	960	75
1711459105	4195,06	35	966	115
1711458560	471,07	38	933	36
1711457208	1204,63	39	855	124
1711453892	1086,87	35	915	141
1711453033	900,2	41	932	37
1711449833	1059,07	36	834	132
1711447357	4372,46	30	892	57
1711447019	1382,49	26	947	57
1711445179	2079,5	35	873	44
1711443646	955,61	34	974	122
1711440196	1075,65	40	967	97
1711435667	1578,37	25	682	68
1711429439	870,81	42	958	67
1711422780	1453,61	42	960	78
1711420651	1717,78	40	963	118
1711420065	889,18	40	955	45
1711419786	482,03	37	950	83
1711418259	996,55	35	974	124
1711416246	1454,04	35	917	69
1711411494	902,21	41	968	109
1711411361	3561,17	39	814	47
1711409050	986,01	41	931	206
1711408714	1049,05	39	646	48
1711402709	1861,23	39	935	107
1711402014	1054,25	42	956	73
1711401594	1017,25	39	972	105
1711401578	1435,26	42	957	86
1711395614	1048,77	40	963	91
1711395192	2327,35	35	957	34
1711395044	1907,32	38	930	101
1711389872	1020,25	33	939	33
1711384394	839,32	38	959	92
1711383560	907,63	50	974	127
1711380038	990,91	41	973	98
1711377323	1724,35	41	967	125
1711372688	941,8	38	240	144
1711372688	1513,7	38	409	141
1711367258	1255,38	43	957	83
1711364123	1134,47	41	956	87
1711353134	482,03	42	953	76
1711348175	1555,25	40	942	57
1711344943	613,19	35	960	65
1711337848	1266,79	41	904	125
1711336469	1659,04	38	951	151
1711336402	1007,61	39	562	101
1711333755	1297,94	40	933	118
1711332468	482,03	38	1	66
1711332450	1086,53	40	974	122
1711332328	1080,82	33	964	121
1711330454	1041,66	40	877	55
1711327807	1432,37	41	958	135
1711324655	1046,66	42	935	100
1711324200	1522,35	39	948	49
1711320604	2018,62	41	970	121
1711310464	1924,02	42	905	90
1711309110	471,07	39	939	88
1711304855	3223,06	42	927	103
1711304673	1698,4	41	949	87
1711302180	2180,48	41	947	93
1711302180	1965,53	41	968	87
1711298982	1059,05	40	972	122
1711296853	1626,33	41	974	199
1711295517	886,36	40	944	58
1711293322	3994,07	38	644	101
1711292514	1915,79	41	963	98
1711292100	1261,15	42	968	107
1711289361	3068,91	38	951	176
1711289080	2016,44	43	956	101
1711287555	1957,7	40	956	90
1711285740	4609,51	42	904	183
1711285534	863,32	42	974	41
1711284511	1280,79	41	957	82
1711282747	1129,9	43	957	100
1711282218	1135,33	36	885	30
1711281590	581,24	32	947	41
1711278737	879,9	41	974	61
1711273175	1420,94	40	949	86
1711272722	1114,15	41	952	200
1711271666	771,48	38	908	87
1711268811	1060,19	42	952	111
1711267276	1370,13	40	964	114
1711264620	1020,48	41	930	78
1711256899	2205,1	42	927	107
1711255651	3204,48	28	911	50
1711255222	1876,35	42	951	90
1711255032	1992,6	42	945	38
1711253706	620,29	40	955	94
1711252153	2887,21	33	860	107
1711251601	2446,35	42	923	111
1711251577	1381,84	42	954	83
1711242832	1544,24	39	921	108
1711242550	844,65	39	935	111
1711238590	2080,43	42	936	105
1711237055	2354,01	43	954	117
1711236461	4113,64	41	953	120
1711235026	3729,49	41	874	100
1711233393	1977,02	42	969	89
1711232940	844,61	42	949	83
1711231959	1193,46	41	941	57
1711231512	1386,69	42	946	51
1711228237	2981,36	41	951	100
1711227544	4340,14	41	962	107
1711225357	1115,49	41	972	103
1711224616	1228,16	39	949	85
1711220077	719,22	27	957	73
1711209047	1419,84	42	958	91
1711208510	1261,74	41	960	95
1711194975	1572,05	42	906	58
1711194470	482,03	36	968	98
1711192383	1600,29	38	951	49
1711192011	2858,1	42	872	62
1711188191	1264,64	41	961	89
1711187177	2158,83	42	964	117
1711187086	965,54	42	971	137
1711186377	1150,9	112	965	89
1711184372	1076,79	40	971	118
1711181758	958,86	112	974	72
1711173151	1952,11	40	896	76
1711172278	471,07	42	974	20
1711171692	1905,65	41	364	84
1711170603	2540,81	41	962	173
1711170264	2169,16	40	955	128
1711164119	1090,45	42	974	207
1711162451	2822,33	112	686	95
1711160745	1456,19	41	917	104
1711160489	1735,77	112	923	145
1711159846	1089,19	44	895	106
1711156909	1834,14	112	971	127
1711154045	1128,56	42	971	105
1711150084	1049,45	52	946	64
1711149854	2997,95	42	948	80
1711142719	2027,05	40	960	101
1711142628	973,99	42	969	86
1711141406	3205,01	42	954	96
1711140960	1265,77	41	955	124
1711140960	1050,06	41	971	118
1711137990	1054,94	42	970	121
1711136182	1932,01	38	974	130
1711117836	1849,16	37	847	80
1711113272	1276,49	41	934	120
1711113181	1080,25	40	962	92
1711111987	2302,71	42	974	226
1711111763	3191	32	953	71
1711109122	2250,29	112	941	123
1711108538	1776,04	40	949	57
1711106706	864,06	41	912	73
1711106656	2100,69	27	614	92
1711106607	1864,4	42	873	93
1711103604	964,33	41	949	106
1711102044	4405,96	40	559	139
1711099232	482,03	33	974	123
1711098721	2521,76	42	953	98
1711097855	1853,1	41	958	63
1711096782	3280,61	42	965	114
1711095057	1754,25	42	945	142
1711084093	1855,04	43	946	50
1711081016	1120,71	42	524	36
1711076545	2178,31	43	954	60
1711076032	482,03	49	974	108
1711075091	3441,19	43	946	54
1711073997	637,13	42	855	51
1711068542	826,22	43	974	77
1711060143	845,17	41	713	109
1711059889	1312,96	42	821	69
1711059715	1962,28	42	949	70
1711059020	1057,04	42	480	29
1711058857	1356,31	40	957	86
1711055937	802,76	42	905	66
1711049302	1269,5	41	670	41
1711049179	1049,54	112	944	95
1711048353	1552,54	42	969	83
1711048270	1353,17	42	941	173
1711047793	2035,96	40	961	99
1711046597	1890,55	50	872	77
1711046134	2475,91	37	949	93
1711043263	723,03	42	965	105
1711041648	3185,08	42	974	201
1711030385	1863,48	24	903	67
1711030237	2915,66	31	959	106
1711029866	1139,24	44	894	29
1711027506	1031	42	731	22
1711026482	1337,18	47	892	30
1711018299	1974,31	36	960	51
1711012169	1994,4	42	829	102
1711010536	1773,6	38	879	89
1711010155	1554,06	30	933	134
1711007276	2412,07	42	974	85
1711006385	5300,42	38	933	116
1711002608	2313,64	37	957	87
1711002327	6015,98	42	923	171
1711000552	1023,09	42	957	223
1711000313	688,5	42	964	74
1710999903	1044,63	42	970	137
1710993500	1419,27	42	969	121
1710992593	482,03	42	960	105
1710986660	1491,05	40	919	88
1710982875	1192,76	41	949	77
1710981331	3025,29	37	957	140
1710975382	482,03	42	0	0
1710973320	1356,2	39	957	102
1710970599	1807,34	31	951	151
1710970318	1642,01	42	941	142
1710969963	1142,94	112	971	151
1710969682	968,03	41	956	78
1710967660	1532,46	41	953	132
1710966670	3421,02	42	842	168
1710963420	1066,67	41	938	46
1710962026	1815,94	41	937	89
1710960392	1060,62	42	935	114
1710948058	1775,06	42	913	120
1710946466	880,11	43	903	1
1710945393	1062,68	43	874	1
1710941707	1354,09	43	205	96
1710940501	482,03	43	927	47
1710939024	973,57	43	914	135
1710936913	482,03	42	0	0
1710933282	1972,88	28	950	122
1710932656	4605,46	36	920	95
1710930551	606,87	26	0	0
1710930189	1321,41	43	954	69
1710921568	1411,87	42	970	124
1710921261	1718,55	42	835	83
1710920818	482,03	40	950	55
1710917004	482,03	40	968	91
1710915560	962,49	36	921	86
1710912948	1074,55	38	937	29
1710910876	1030,4	36	574	124
1710909498	1050,77	43	970	98
1710908664	5247,1	42	904	77
1710907583	816,99	42	973	127
1710906064	5332,53	35	732	88
1710905272	1179,09	36	972	129
1710902816	975,91	36	954	61
1710902303	2094,94	40	960	114
1710900794	1146,09	39	948	110
1710897826	897,74	41	938	34
1710893270	1088,66	33	969	136
1710892199	1795,26	35	938	43
1710890177	2195,38	36	854	116
1710881960	554,46	35	972	117
1710881705	1811,66	40	964	131
1710878628	899,43	36	887	65
1710877166	2034,05	39	931	103
1710873991	3075,35	41	912	128
1710873397	1009,66	42	972	103
1710869973	1472,67	40	930	120
1710862481	867,77	43	967	96
1710861632	1091,52	44	932	83
1710854736	949,1	41	960	86
1710850445	1339,99	28	964	84
1710850056	833,84	42	882	65
1710847375	1301,12	26	932	36
1710846732	2207,64	41	557	126
1710845072	1001,45	43	934	95
1710843135	1246,45	40	941	81
1710842988	982,98	43	974	112
1710832559	2564,01	42	964	197
1710829803	1111,22	42	969	103
1710828599	482,03	40	936	39
1710827914	969,64	43	974	144
1710821693	1410,85	43	970	103
1710819739	1218,19	43	916	73
1710819168	482,03	43	953	83
1710817659	2226,89	41	963	89
1710815760	1497,76	42	962	80
1710814334	1180,97	43	914	61
1710814334	1196,97	43	950	58
1710812775	2861,21	43	944	131
1710809854	3156,12	43	974	135
1710808815	4836,95	42	901	35
1710808401	815,22	43	931	39
1710803477	1087,9	46	953	90
1710800861	5049,68	43	961	98
1710796226	482,03	112	941	54
1710794924	906,24	42	966	91
1710794908	1151,01	43	963	94
1710791995	1428,82	44	930	107
1710790534	1353,98	43	914	88
1710787076	966,73	44	921	103
1710786599	2498,43	39	965	93
1710784982	1288,19	43	933	116
1710784024	1807,29	43	936	33
1710770122	3121,25	33	938	182
1710768514	1511,56	43	965	126
1710764315	895,25	52	969	88
1710759661	482,03	42	949	79
1710759232	1164,67	32	926	110
1710752294	5625,83	41	825	55
1710747997	1095,85	37	913	58
1710747641	482,03	42	952	71
1710741081	2045,82	44	941	98
1710737584	2130,16	43	932	149
1710737543	750,65	43	965	116
1710736891	1775,28	43	968	130
1710735968	1858,87	42	925	190
1710734466	1056,03	43	954	104
1710733674	1488,24	40	865	128
1710731892	1382,52	41	974	110
1710728278	1108,87	43	973	118
1710727064	5065,4	43	887	208
1710724467	1764,08	43	875	85
1710720176	3516,38	41	940	74
1710719947	1664,23	29	937	94
1710719590	1104,03	41	949	127
1710718329	1032,23	27	823	64
1710717503	2581,14	42	941	142
1710716513	1290,98	43	968	99
1710713056	933,21	43	943	107
1710698356	1120,67	43	561	136
1710698240	3350,64	43	953	99
1710697267	460,36	44	634	87
1710695766	905,89	43	962	75
1710695709	986,6	43	942	61
1710695386	1076,25	44	964	60
1710695246	1005,97	44	957	94
1710694835	1272,47	43	913	94
1710693134	1308,8	44	921	67
1710693134	2082,71	44	925	73
1710688514	988,14	43	956	110
1710688514	1083,36	43	972	104
1710688092	1098,75	43	914	95
1710684927	3125,87	32	941	94
1710679547	1317,18	52	939	41
1710679406	482,03	40	932	11
1710678697	482,03	57	974	218
1710676741	482,03	41	962	95
1710654326	904,2	36	974	99
1710648120	3824,35	42	947	126
1710644582	959,49	43	971	121
1710644152	1074,74	112	965	92
1710642131	1109,89	43	863	105
1710641174	1178,66	45	697	113
1710640655	3433,56	112	959	96
1710640473	860,23	44	958	117
1710639244	1381,97	43	862	142
1710637305	1707,94	33	942	124
1710632033	1725,92	43	944	139
1710626977	3379,87	47	937	119
1710626563	1912,61	43	952	171
1710625631	482,03	43	971	107
1710625581	1005,39	43	89	177
1710624907	927,73	42	852	96
1710624907	541,86	42	901	90
1710623776	2119,52	43	945	86
1710616911	978,7	45	795	104
1710616200	2088	45	964	107
1710611375	903,46	42	958	115
1710608397	1154,77	42	961	87
1710606714	904,02	42	974	107
1710604925	913,81	43	946	65
1710604222	1417,51	43	946	127
1710600410	1404,25	40	876	122
1710593607	1087,15	44	963	100
1710591916	1500,17	43	899	44
1710591379	482,03	43	969	110
1710591312	891,44	43	967	85
1710588474	482,03	43	974	48
1710587369	3737,12	41	919	94
1710585637	1415,88	43	928	126
1710582097	984,98	42	945	64
1710576974	1665,56	46	845	113
1710576594	4477,76	43	962	116
1710575703	883,95	112	957	100
1710574391	1197,04	43	973	106
1710574086	911,13	44	968	135
1710571884	4356,1	45	940	125
1710566884	3043,97	40	896	82
1710565688	482,03	44	964	64
1710563873	1281,97	44	952	107
1710559913	1004,35	37	972	134
1710555333	4809,22	43	845	205
1710555275	1080,37	31	970	122
1710555077	1006,95	43	925	89
1710555077	912,9	43	956	86
1710554922	4783,31	43	716	132
1710554401	5253,1	43	886	189
1710552793	4489,79	37	956	107
1710552728	1007,74	43	919	116
1710552728	983,81	43	955	113
1710547074	986,39	38	968	124
1710543297	876,26	39	639	99
1710542984	2215,59	43	926	91
1710541820	1972,54	36	971	135
1710540228	4626	44	954	110
1710539220	3304,85	37	962	116
1710533967	1186,3	36	974	119
1710533405	1181,75	41	939	97
1710532910	912,2	39	954	119
1710531144	2056,35	44	936	59
1710529965	1347,4	112	811	124
1710529940	1321,15	38	930	80
1710528827	1919,66	36	920	98
1710526151	482,03	37	974	34
1710525542	967,93	40	971	110
1710525328	2122,63	35	933	125
1710522853	1968,12	43	960	218
1710520998	4952,64	40	941	120
1710520998	4874,29	40	945	126
1710520220	2264,69	22	954	63
1710519701	1090,84	45	935	131
1710519263	1373,14	42	951	53
1710514561	1349,31	35	947	59
1710513480	1158,66	34	611	61
1710509678	2026,36	44	920	83
1710500909	1798,22	36	915	90
1710498120	1932,57	27	960	67
1710496363	1627,97	35	915	109
1710494392	2205,46	37	388	192
1710492479	954,64	56	903	26
1710492099	1088,61	43	908	143
1710490465	3505,41	43	929	167
1710489285	471,07	36	957	119
1710487065	1785,33	43	819	73
1710482108	1999,87	36	955	100
1710480102	1497,31	33	919	86
1710476209	693,16	43	932	107
1710472372	1102,19	45	934	95
1710471978	1427,06	43	970	88
1710468784	717,91	43	952	120
1710467588	1187,78	38	957	121
1710463520	1035,18	42	958	92
1710459585	791,43	43	925	97
1710455500	1065,45	36	952	81
1710454768	2042,78	43	398	176
1710454347	1050,74	42	954	106
1710453760	1138,49	40	483	12
1710452903	2235,62	37	917	140
1710451467	1236,06	34	972	92
1710450196	3105,01	37	590	89
1710449818	924,23	42	941	93
1710446889	3757,22	43	921	83
1710443738	3503,08	45	925	94
1710443209	1465,05	34	957	85
1710441690	1076,82	36	970	129
1710439132	1406,36	30	933	28
1710435932	880,35	42	777	130
1710429463	1330,75	40	948	73
1710429364	1325,92	42	944	85
1710427384	1551,69	42	952	95
1710427186	1883,98	40	954	91
1710426410	1071,54	112	959	99
1710424563	1493,27	43	665	35
1710422385	471,07	40	965	64
1710421890	1377,24	39	943	96
1710421049	1949,45	44	794	81
1710416353	1596,01	44	939	39
1710409754	977,86	30	925	119
1710409333	1319,7	43	940	107
1710389576	482,03	44	876	107
1710389246	1001,54	55	943	71
1710375989	1327,01	41	972	129
1710375799	1872,56	43	943	99
1710375732	482,03	26	0	0
1710371806	1899,4	44	888	89
1710367572	1134,24	44	943	47
1710367366	2609,55	28	965	162
1710366046	2511	41	963	66
1710364793	1426,02	44	944	70
1710360718	1042,5	44	758	87
1710347327	994,44	41	967	64
1710336254	1556,92	43	941	93
1710331826	2417,18	43	974	270
1710330323	1177,09	37	886	145
1710329739	4520,33	43	918	113
1710327576	482,03	44	922	126
1710326503	482,03	48	949	70
1710326206	1108,56	43	973	127
1710322890	747,71	43	974	58
1710322031	2147,95	44	962	103
1710311992	1248,33	43	803	130
1710310440	2124,03	44	970	124
1710306489	1117,25	43	945	102
1710302991	3172,13	42	961	110
1710302199	3424,27	44	812	91
1710297704	2126,63	45	922	76
1710296011	1458,63	42	906	65
1710295849	2134,35	39	953	78
1710294800	1291,62	40	940	102
1710294255	1717,31	45	948	89
1710293760	1074,59	43	952	82
1710292077	984,83	44	850	36
1710292036	621,66	38	944	72
1710291657	554,46	43	967	125
1710290881	1591,08	43	960	94
1710288513	1325,43	41	819	163
1710285899	554,46	43	942	95
1710285683	471,07	42	963	100
1710284975	4423,53	44	910	99
1710284975	3274,38	44	906	93
1710280981	471,07	43	974	68
1710280304	1114,03	44	919	95
1710279363	1047,63	46	920	74
1710271048	5221,53	39	969	179
1710269729	4215,83	53	974	212
1710269687	1446,23	52	969	195
1710267525	773,75	46	917	70
1710261684	2942,07	39	957	179
1710259936	1977,86	44	883	58
1710257153	1762,05	44	889	92
1710255421	900,16	41	966	135
1710254952	966,82	39	949	83
1710253608	4766,93	43	952	210
1710253608	4654,79	43	953	213
1710246867	3541,51	38	857	136
1710245570	2353,95	43	913	168
1710241181	1455,11	30	769	57
1710240225	1209,15	44	959	95
1710239474	1014,44	45	973	64
1710238666	3227,73	42	908	68
1710235522	1019,09	43	966	105
1710233147	1452,2	43	921	76
1710232982	1571,24	39	963	178
1710226174	1395,53	31	935	98
1710217710	2841,19	43	958	71
1710217181	1022,86	112	960	69
1710211580	3386,59	44	957	246
1710210244	3406,75	44	974	217
1710207067	1053,59	44	917	94
1710200054	865,25	42	961	80
1710199603	1595,07	43	912	190
1710193283	1186,07	42	907	98
1710190800	745,78	41	963	137
1710189166	482,03	38	955	59
1710183573	965,3	37	948	116
1710181759	1550,91	44	937	30
1710178102	3446,19	41	949	67
1710178086	1285,97	43	958	124
1710174895	1390,86	44	972	128
1710173962	1065,34	47	940	206
1710168269	482,03	44	966	112
1710153675	1087,08	42	884	13
1710145663	1319,09	51	947	61
1710141092	482,03	44	957	221
1710138452	1339,74	44	963	82
1710134147	1053,08	38	950	67
1710130855	1197,98	44	964	89
1710129873	733,38	36	963	86
1710128982	909,44	43	964	155
1710124387	972,53	112	974	64
1710122498	2942,22	47	861	83
1710122498	2873,74	47	649	80
1710119031	482,03	43	951	99
1710118603	1613,59	38	949	57
1710114339	753,93	43	950	74
1710112960	984,56	27	888	28
1710112341	2193,84	43	957	64
1710112200	482,03	44	963	72
1710107838	1896,21	26	933	27
1710104280	1630,6	43	642	124
1710104140	2445,96	44	973	132
1710101377	3536,46	41	947	86
1710100791	1573,03	44	972	170
1710100429	1952,72	43	930	82
1710099340	1780,96	30	948	58
1710098128	1784,35	47	960	95
1710097609	482,03	44	934	44
1710096916	1409,76	46	798	63
1710093913	912,95	44	897	92
1710089986	1744,43	39	769	131
1710084920	4125,72	37	875	97
1710084086	2204,83	44	920	53
1710066570	1349,63	40	971	101
1710059740	1059,61	38	927	76
1710059716	1376,21	41	909	98
1710052307	1294,38	42	951	123
1710050657	4484,47	44	902	114
1710050285	1040,36	43	952	54
1710047638	1901,01	45	950	57
1710044023	986,21	40	963	102
1710042746	1050,64	45	917	28
1710039411	3210,62	44	956	76
1710037944	3372,61	44	926	228
1710032929	471,07	44	974	208
1710031897	1724,86	45	920	106
1710025212	1295,19	45	949	116
1710024249	1101,02	46	963	90
1710018241	4449,12	29	911	57
1710013044	4101,34	38	971	111
1710010495	2101,42	37	836	122
1710008143	2337,93	43	974	139
1710005156	4672,68	44	974	150
1710000587	2258,19	44	928	112
1709998353	1470,68	38	958	100
1709993016	1710,45	46	968	104
1709989758	1793,02	44	974	120
1709975559	1723,21	112	905	98
1709975450	986,77	38	951	75
1709975088	982,04	40	762	53
1709975047	1856,13	31	957	81
1709972648	4389,14	45	952	160
1709970824	1346,78	45	913	88
1709968927	1779,04	45	966	103
1709966764	1098,49	46	919	99
1709966376	968,23	44	957	225
1709965618	3068,31	46	941	61
1709964124	923,68	46	826	59
1709961500	603,1	45	952	83
1709958555	1889,45	36	944	96
1709957516	2011,26	45	855	84
1709950107	1053,45	47	748	40
1709941452	1685,15	46	916	65
1709940454	2026,74	28	890	33
1709936999	1096,47	37	971	124
1709933772	4581,29	44	695	57
1709928814	1755,98	40	973	105
1709928772	1407,79	44	947	117
1709926859	1493,45	39	680	74
1709926800	998,43	37	954	98
1709924466	1247,89	46	859	38
1709922247	2395,99	37	974	143
1709918971	2254,06	45	933	137
1709917221	1260,28	45	901	89
1709916033	1404,29	45	957	103
